Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
9-October-2017,692.20,703.85,692.00,697.15,698.346543836191075454,305136,4471,213090671.00,58062,19.03,11.85,4.95
6-October-2017,664.90,693.90,664.05,691.40,685.131818982886156982,629841,8983,431524110.00,132496,21.04,29.85,26.50
5-October-2017,659.00,664.75,657.05,660.20,661.621782541613707885,147127,1961,97342428.00,31040,21.10,7.70,1.20
4-October-2017,657.15,662.50,654.25,658.70,659.314124376650044001,272720,1775,179808148.00,162044,59.42,8.25,1.55
3-October-2017,655.05,665.00,655.05,660.65,660.562536499297970949,160962,2500,106325467.00,48831,30.34,9.95,5.60
29-September-2017,651.00,656.50,648.90,651.05,652.823115890989868342,147656,2341,96393250.00,24441,16.55,7.60,0.05
28-September-2017,650.35,656.40,643.25,649.95,649.518091456940237289,281597,3513,182902346.00,51606,18.33,13.15,-0.40
27-September-2017,659.80,661.00,643.55,648.35,649.252599368254803895,395096,4586,256517105.00,62572,15.84,17.45,-11.45
26-September-2017,640.15,657.00,639.50,654.15,651.199361438695378553,584752,5998,380790129.00,284177,48.60,17.50,14.00
25-September-2017,654.50,654.50,623.00,640.15,635.952324812282991375,618351,6674,393241756.00,202558,32.76,31.50,-14.35
22-September-2017,685.50,685.50,652.20,654.55,666.668217141449359190,373434,5768,248956579.00,76576,20.51,33.30,-30.95
21-September-2017,694.80,696.55,681.50,686.85,689.236341005974847442,470807,6076,324497294.00,64690,13.74,15.05,-7.95
20-September-2017,677.90,691.05,674.30,687.65,685.577037164677863046,649972,8115,445605878.00,137278,21.12,16.75,9.75
19-September-2017,670.00,681.50,670.00,676.55,676.086788512209522634,226954,2723,153440601.00,52528,23.14,11.50,6.55
18-September-2017,673.55,679.65,670.80,673.05,674.657597504115042114,290398,5085,195919217.00,114600,39.46,8.85,-0.50
15-September-2017,673.10,681.45,671.75,679.30,677.031305799400377048,240818,4578,163041325.00,68664,28.51,9.70,6.20
14-September-2017,678.05,683.75,672.55,677.65,678.175734943296509707,217976,3922,147826034.00,42329,19.42,11.20,-0.40
13-September-2017,681.00,683.55,676.00,679.70,679.115606641324494989,254648,3883,172935431.00,73740,28.96,7.55,-1.30
12-September-2017,675.00,692.00,674.00,683.15,685.201909384852321015,620095,9463,424890278.00,109717,17.69,18.00,8.15
11-September-2017,656.00,662.50,653.10,661.30,658.941847889386199896,540909,6205,356427576.00,207061,38.28,9.40,5.30
8-September-2017,655.00,663.50,651.00,655.50,660.388655136714283255,813302,5308,537095414.00,104892,12.90,12.50,0.50
7-September-2017,655.90,656.50,650.40,654.55,653.299255194838185235,492075,8246,321472231.00,238391,48.45,6.10,-1.35
6-September-2017,647.00,654.30,645.55,651.45,650.689890543236833189,425008,4672,276548409.00,183067,43.07,8.75,4.45
5-September-2017,647.00,654.60,646.25,651.05,650.413457304582554258,470109,3130,305765220.00,77160,16.41,8.35,4.05
4-September-2017,649.85,651.35,641.80,646.10,647.064148229841203603,268394,3181,173668135.00,48846,18.20,9.55,-3.75
1-September-2017,641.00,651.70,639.50,649.90,646.855950559126817407,459377,6919,297150746.00,108648,23.65,12.20,8.90
